perfil;documento;cnpj_basico;uf;municipio_ibge;cultura_referencia;divida_ativa_total;divida_ativa_ajuizada;n_inscricoes;delta_divida_2_trimestres;flag_divida_previdenciaria;flag_divida_fgts;idade_empresa_meses;capital_social;porte;natureza_juridica;situacao_cadastral;flag_situacao_irregular;cnae_principal;flag_cnae_agro;n_filiais;n_socios;n_empresas_do_socio;n_empresas_do_socio_com_divida_ativa;n_empresas_do_socio_inaptas;n_autos_infracao;valor_multas_ambientais;flag_embargo_ativo;area_embargada_ha;volume_credito_rural_municipio;n_contratos_municipio;ticket_medio_municipio;credito_por_hectare_municipio;acionamentos_proagro_municipio;produtividade_municipal_cultura;desvio_produtividade_vs_media_5a;area_plantada_municipio_cultura;precipitacao_acumulada_ciclo;precipitacao_vs_normal_climatologica;dias_secos_consecutivos_max;anomalia_na_fase_critica;n_protestos_ativos;valor_total_protestado;dias_desde_protesto_mais_recente;n_cartorios_distintos;alvo_sintetico
limpo;67031028000167;67031028;MT;5020745;soja;0.0;0.0;0;0.0;False;False;382;183737.45;03;2062;02;False;0116401;True;1;5;2;2;0;0;0.0;False;0.0;16832610.2;2938;5729.28;2659.43;;2865.5;-0.0685;23248.53;1087.1;-0.1985;10;0.5319;;;;;0
limpo;76895856000134;76895856;RS;4372021;soja;0.0;0.0;0;0.0;False;False;208;683871.26;01;2054;02;False;0121101;True;1;7;2;1;0;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;0
limpo;75042161000147;75042161;MT;1342092;soja;0.0;0.0;0;0.0;False;False;57;128606.25;03;2135;02;False;0311601;True;0;3;2;0;1;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
limpo;65962468000102;65962468;GO;2092240;soja;0.0;0.0;0;0.0;False;False;359;3467.04;05;2135;02;False;0311601;True;1;4;2;0;1;0;0.0;False;0.0;3025600.14;2445;1237.46;6478.28;;;;;;;;;;;;;0
passivo_ambiental_auto;63662562000110;63662562;RS;1296511;soja;0.0;0.0;0;0.0;False;False;387;8490789.63;03;2062;02;False;0151201;True;0;5;1;0;0;12;1691.73;False;0.0;;;;;;;;;;;;;;;;;0
passivo_ambiental_auto;22837341000159;22837341;GO;3838683;soja;0.0;0.0;0;0.0;False;False;92;103265.48;01;2135;02;False;0121101;True;0;1;2;0;1;9;38285.73;False;0.0;8577457.59;2126;4034.55;3501.48;;;;;;;;;;;;;0
situacao_irregular;29702370000152;29702370;BA;3797806;soja;0.0;0.0;0;0.0;False;False;40;2522311.87;03;4014;08;True;0111301;True;0;2;1;0;0;0;0.0;False;0.0;4577751.8;3577;1279.77;1116.86;;3266.8;-0.1381;29664.1;1160.2;-0.1501;25;-0.5722;;;;;0
limpo;30442130000145;30442130;RS;4372021;soja;0.0;0.0;0;0.0;False;False;559;38144.93;05;2054;02;False;0151201;True;0;3;1;1;0;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;0
limpo;79603998000179;79603998;TO;1628136;soja;0.0;0.0;0;0.0;False;False;442;353167.02;03;4014;02;False;0111301;True;0;5;0;0;0;0;0.0;False;0.0;22713744.04;630;36053.56;4855.95;;;;;;;;;4;105693.17;585;3;0
limpo;59663454000195;59663454;GO;3355082;soja;0.0;0.0;0;0.0;False;False;257;61543.83;05;2062;02;False;0133403;True;0;7;0;0;0;0;0.0;False;0.0;344902.69;1555;221.8;1341.28;;3426.5;-0.1292;14743.52;1302.6;0.1067;12;-0.0223;0;0.0;;0;0
limpo;74463687000138;74463687;MT;3486350;soja;0.0;0.0;0;0.0;False;False;12;52169.01;03;2054;02;False;0151201;True;0;3;2;1;0;0;0.0;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;;;;;0
limpo;98647608000107;98647608;GO;3763424;soja;0.0;0.0;0;0.0;False;False;513;4200327.63;01;2135;02;False;0111301;True;0;6;0;0;0;0;0.0;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;0;0.0;;0;0
divida_ativa;99018687000150;99018687;TO;2599733;soja;119996.42;100296.02;2;20714.87;False;True;476;703409.9;01;2135;02;False;0151201;True;0;5;0;0;0;0;0.0;False;0.0;1134944.18;1648;688.68;2399.35;;3673.1;0.0845;644740.4;;;;;;;;;0
limpo;70203892000103;70203892;TO;5373788;soja;0.0;0.0;0;0.0;False;False;553;76057.42;01;2240;02;False;0111301;True;1;1;1;1;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;73245675000174;73245675;GO;3838683;soja;0.0;0.0;0;0.0;False;False;371;297458.15;01;2054;02;False;0116401;True;2;3;2;2;1;0;0.0;False;0.0;8577457.59;2126;4034.55;3501.48;;;;;;;;;;;;;0
limpo;44331985000103;44331985;MT;5020745;soja;81676.16;44481.57;2;23125.45;False;True;468;20414.65;03;2240;02;False;0311601;True;0;6;2;0;0;0;0.0;False;0.0;16832610.2;2938;5729.28;2659.43;;2865.5;-0.0685;23248.53;1087.1;-0.1985;10;0.5319;;;;;0
limpo;73457455000104;73457455;MA;2547930;soja;49169.37;15315.39;5;-10139.52;True;True;260;6386042.99;05;4014;02;False;0113000;True;0;1;2;2;0;0;0.0;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;4;4485.16;788;3;0
limpo;83012855000160;83012855;RS;2897684;soja;0.0;0.0;0;0.0;False;False;27;1603680.38;05;2054;02;False;0220901;True;0;3;1;1;0;0;0.0;False;0.0;25576731.08;1000;25576.73;5293.87;;3022.4;-0.1789;34484.31;791.9;0.1416;23;-0.3386;;;;;0
limpo;61289497000102;61289497;TO;4589069;soja;0.0;0.0;0;0.0;False;False;248;60821.72;01;2062;02;False;0116401;True;0;8;2;1;1;0;0.0;False;0.0;2443446.14;2744;890.47;4703.19;;2024.4;-0.0039;12496.35;1038.3;-0.1626;18;-0.1071;;;;;0
situacao_irregular;17170147000122;17170147;BA;3889457;soja;0.0;0.0;0;0.0;False;False;49;937944.8;05;2135;04;True;0115600;True;2;2;2;2;0;0;0.0;False;0.0;;;;;;3266.5;0.0304;5248.27;1073.2;0.0666;5;0.3658;;;;;0
limpo;47869196000119;47869196;TO;4589069;soja;0.0;0.0;0;0.0;False;False;405;97039.1;05;2240;02;False;0220901;True;0;1;0;0;0;0;0.0;False;0.0;2443446.14;2744;890.47;4703.19;;2024.4;-0.0039;12496.35;1038.3;-0.1626;18;-0.1071;;;;;0
limpo;98334001000177;98334001;PI;4630374;soja;0.0;0.0;0;0.0;False;False;168;324949.1;01;2062;02;False;0210101;True;0;8;1;0;0;0;0.0;False;0.0;13048266.74;1086;12014.98;3730.29;;4454.7;0.2245;24466.93;1518.2;0.2463;22;-0.0198;3;117009.77;288;2;0
grupo_societario;17610836000100;17610836;TO;4589069;soja;0.0;0.0;0;0.0;False;False;207;105248.75;01;2054;02;False;0111301;True;0;2;24;19;9;0;0.0;False;0.0;2443446.14;2744;890.47;4703.19;;2024.4;-0.0039;12496.35;1038.3;-0.1626;18;-0.1071;;;;;0
limpo;66535801000160;66535801;RS;2897684;soja;0.0;0.0;0;0.0;False;False;423;370344.19;05;2054;02;False;0115600;True;0;1;1;0;0;0;0.0;False;0.0;25576731.08;1000;25576.73;5293.87;;3022.4;-0.1789;34484.31;791.9;0.1416;23;-0.3386;;;;;0
limpo;27413391000122;27413391;MA;1849363;soja;0.0;0.0;0;0.0;False;False;535;829839.91;03;2062;02;False;0210101;True;1;1;1;1;0;0;0.0;False;0.0;1890436.06;790;2392.96;3254.5;;2951.6;0.2319;11567.52;1244.5;-0.2244;14;0.2749;0;0.0;;0;0
limpo;11122554000188;11122554;RS;2897684;soja;0.0;0.0;0;0.0;False;False;445;175702.77;05;4014;02;False;0111301;True;0;4;2;2;0;0;0.0;False;0.0;25576731.08;1000;25576.73;5293.87;;3022.4;-0.1789;34484.31;791.9;0.1416;23;-0.3386;;;;;0
limpo;41844175000162;41844175;SP;1144522;soja;0.0;0.0;0;0.0;False;False;167;228783.09;05;2135;02;False;0133403;True;0;8;0;0;0;0;0.0;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;5;12316.66;117;3;0
grupo_societario;15591514000136;15591514;MT;4952487;soja;21248.71;18338.49;8;-445.09;False;True;308;83031.39;03;4014;02;False;0113000;True;0;5;16;9;4;0;0.0;False;0.0;;;;;;4283.3;-0.0501;26781.4;1142.6;-0.1312;16;-0.1184;2;11213.46;233;1;1
limpo;26210228000108;26210228;TO;2395181;soja;0.0;0.0;0;0.0;False;False;296;2882007.73;03;2054;02;False;0121101;True;0;3;1;1;0;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;;;;;0
limpo;52264803000157;52264803;TO;2625906;soja;0.0;0.0;0;0.0;False;False;436;16255.12;01;2240;02;False;0220901;True;0;8;0;0;0;0;0.0;False;0.0;7076252.67;3896;1816.29;5129.4;;4004.9;-0.3294;61983.79;1163.5;-0.1957;26;-0.2281;;;;;1
passivo_ambiental_auto;30704878000179;30704878;RS;5323473;soja;0.0;0.0;0;0.0;False;False;70;53885.51;01;2240;02;False;0116401;True;0;2;1;1;0;1;373247.77;False;0.0;5770153.78;3796;1520.06;6107.33;;4184.9;0.3046;1406.53;1150.1;-0.4716;32;0.0109;;;;;0
grupo_societario;66795633000141;66795633;PR;4168991;soja;0.0;0.0;0;0.0;False;False;69;78018.43;03;2062;02;False;0116401;True;0;6;16;9;7;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;4;58817.86;274;1;0
divida_ativa;59038710000153;59038710;PI;1498259;soja;128204.83;59940.66;1;-5710.97;False;False;87;11990.65;05;4014;02;False;0311601;True;0;7;2;2;1;0;0.0;False;0.0;5961831.05;452;13189.89;2292.48;;3510.9;-0.3402;43788.4;;;;;;;;;0
limpo;67671370000121;67671370;PI;4630374;soja;0.0;0.0;0;0.0;False;False;512;140751.71;03;2054;02;False;0220901;True;2;6;2;2;1;0;0.0;False;0.0;13048266.74;1086;12014.98;3730.29;;4454.7;0.2245;24466.93;1518.2;0.2463;22;-0.0198;;;;;0
grupo_societario;74192137000121;74192137;MT;4952487;soja;0.0;0.0;0;0.0;False;False;12;3021841.12;05;2062;02;False;0311601;True;0;1;5;4;1;0;0.0;False;0.0;;;;;;4283.3;-0.0501;26781.4;1142.6;-0.1312;16;-0.1184;;;;;0
limpo;29281243000127;29281243;RS;2897684;soja;0.0;0.0;0;0.0;False;False;221;5676.03;03;2240;02;False;0115600;True;0;3;1;1;0;0;0.0;False;0.0;25576731.08;1000;25576.73;5293.87;;3022.4;-0.1789;34484.31;791.9;0.1416;23;-0.3386;;;;;0
situacao_irregular;71765566000152;71765566;PI;4630374;soja;0.0;0.0;0;0.0;False;False;248;39790.05;05;2135;04;True;0116401;True;0;6;0;0;0;0;0.0;False;0.0;13048266.74;1086;12014.98;3730.29;;4454.7;0.2245;24466.93;1518.2;0.2463;22;-0.0198;;;;;0
limpo;34476064000185;34476064;GO;3355082;soja;87097.41;19854.13;3;9843.1;True;True;310;173473.47;03;2062;02;False;0311601;True;0;3;2;2;0;0;0.0;False;0.0;344902.69;1555;221.8;1341.28;;3426.5;-0.1292;14743.52;1302.6;0.1067;12;-0.0223;;;;;0
limpo;53094912000136;53094912;RS;1296511;soja;0.0;0.0;0;0.0;False;False;404;10382088.46;03;2054;02;False;0311601;True;0;2;1;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
divida_ativa;62794229000100;62794229;MA;1813278;soja;192560.33;29793.99;7;95185.68;False;True;137;21377.04;01;2135;02;False;0111301;True;0;1;0;0;0;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;0
situacao_irregular;74175195000147;74175195;PI;4630374;soja;0.0;0.0;0;0.0;False;False;393;198324.59;01;2240;03;True;0311601;True;0;5;0;0;0;0;0.0;False;0.0;13048266.74;1086;12014.98;3730.29;;4454.7;0.2245;24466.93;1518.2;0.2463;22;-0.0198;;;;;0
limpo;15045722000130;15045722;GO;2631798;soja;0.0;0.0;0;0.0;False;False;513;125375.79;03;2054;02;False;0210101;True;0;7;1;1;0;0;0.0;False;0.0;14413700.4;13;1108746.18;6417.73;;3194.9;-0.0821;19788.09;1403.2;-0.2716;20;0.8262;;;;;0
situacao_irregular;67673347000176;67673347;RS;4372021;soja;655254.35;527381.63;6;135922.16;False;False;274;3252075.08;03;4014;03;True;0133403;True;0;8;2;2;0;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;1
passivo_ambiental_embargo;86602473000184;86602473;SP;4469177;soja;0.0;0.0;0;0.0;False;False;85;64633.84;03;4014;02;False;0220901;True;0;6;2;1;0;10;547821.91;True;2402.3;;;;;;;;;;;;;;;;;1
divida_ativa;68588535000169;68588535;BA;1993507;soja;7417.27;1649.84;5;3074.83;True;True;552;232528.97;01;2240;02;False;0311601;True;0;6;0;0;0;0;0.0;False;0.0;;;;;;3041.8;-0.0835;4445.58;1427.8;0.2926;16;-0.2083;;;;;0
limpo;19829329000198;19829329;TO;2395181;soja;0.0;0.0;0;0.0;False;False;173;89103.73;01;2135;02;False;0311601;True;2;5;2;1;1;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;;;;;0
limpo;63377272000125;63377272;PR;4168991;soja;0.0;0.0;0;0.0;False;False;519;2974.06;01;2135;02;False;0133403;True;0;8;2;0;1;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;;;;;0
limpo;80082665000120;80082665;GO;2631798;soja;23500.62;16998.86;6;485.32;False;False;555;24729155.25;03;2062;02;False;0210101;True;0;8;2;2;1;0;0.0;False;0.0;14413700.4;13;1108746.18;6417.73;;3194.9;-0.0821;19788.09;1403.2;-0.2716;20;0.8262;;;;;0
limpo;82689185000158;82689185;MS;2167433;soja;0.0;0.0;0;0.0;False;False;410;76151.67;01;2062;02;False;0220901;True;0;3;2;1;0;14;40601.84;False;0.0;45698908.98;37;1235105.65;4640.03;;3388.1;-0.041;1178.06;747.3;0.3091;29;-0.1134;;;;;0
limpo;52769270000165;52769270;MT;4881066;soja;0.0;0.0;0;0.0;False;False;541;353009.63;03;2240;02;False;0210101;True;0;6;1;1;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;67841585000143;67841585;MT;4952487;soja;0.0;0.0;0;0.0;False;False;430;687855.2;03;2062;02;False;0210101;True;0;7;1;1;0;9;2282.26;False;0.0;;;;;;4283.3;-0.0501;26781.4;1142.6;-0.1312;16;-0.1184;;;;;0
limpo;44452054000163;44452054;TO;2782512;soja;0.0;0.0;0;0.0;False;False;309;5480996.87;01;2135;02;False;0220901;True;0;7;2;0;0;0;0.0;False;0.0;;;;;;2863.3;-0.1129;5150.27;910.7;0.2631;25;0.1329;;;;;0
passivo_ambiental_auto;18525908000184;18525908;RS;1296511;soja;0.0;0.0;0;0.0;False;False;311;200133.68;03;2135;02;False;0116401;True;0;7;0;0;0;7;158293.79;False;0.0;;;;;;;;;;;;;;;;;0
limpo;81762744000145;81762744;MA;2547930;soja;0.0;0.0;0;0.0;False;False;18;223255.73;05;2054;02;False;0111301;True;1;8;1;1;0;0;0.0;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
limpo;30516061000177;30516061;MG;2246509;soja;0.0;0.0;0;0.0;False;False;19;50444.02;03;2135;02;False;0210101;True;0;7;1;1;0;0;0.0;False;0.0;18573077.57;406;45746.5;1183.29;;3809.0;-0.3511;358203.19;;;;;;;;;0
limpo;76876044000141;76876044;MA;1813278;soja;0.0;0.0;0;0.0;False;False;350;9984321.67;05;4014;02;False;0115600;True;0;7;2;0;0;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;0
limpo;97331933000101;97331933;PI;1498259;soja;0.0;0.0;0;0.0;False;False;549;13347.06;03;4014;02;False;0151201;True;0;1;0;0;0;0;0.0;False;0.0;5961831.05;452;13189.89;2292.48;;3510.9;-0.3402;43788.4;;;;;;;;;0
limpo;40515430000160;40515430;TO;5373788;soja;0.0;0.0;0;0.0;False;False;453;26872.7;03;2240;02;False;0311601;True;0;2;2;2;1;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
divida_ativa;80153033000100;80153033;MT;3486350;soja;400641.1;336177.57;6;131957.67;False;True;532;189905.35;03;2062;02;False;0311601;True;0;4;0;0;0;0;0.0;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;;;;;0
limpo;67628113000107;67628113;BA;1287110;soja;2948.54;488.71;7;1093.66;True;False;107;72632.99;03;2135;02;False;0115600;True;0;3;2;2;0;0;0.0;False;0.0;7170659.32;281;25518.36;5970.35;;3173.5;-0.0805;35165.31;;;;;;;;;0
situacao_irregular;21603359000123;21603359;TO;1628136;soja;0.0;0.0;0;0.0;False;False;307;368519.58;03;2240;04;True;0311601;True;0;1;0;0;0;0;0.0;False;0.0;22713744.04;630;36053.56;4855.95;;;;;;;;;;;;;0
limpo;71762730000178;71762730;TO;2782512;soja;0.0;0.0;0;0.0;False;False;33;3653.99;01;2135;02;False;0116401;True;0;1;1;0;0;0;0.0;False;0.0;;;;;;2863.3;-0.1129;5150.27;910.7;0.2631;25;0.1329;2;117450.57;734;2;1
limpo;72547534000143;72547534;MT;3047606;soja;0.0;0.0;0;0.0;False;False;461;5711.46;03;2054;02;False;0210101;True;0;2;2;2;0;0;0.0;False;0.0;3490150.22;1814;1924.01;3376.09;;;;;;;;;;;;;0
limpo;18899831000102;18899831;SP;4469177;soja;0.0;0.0;0;0.0;False;False;315;3860.03;05;2054;02;False;0113000;True;0;4;1;1;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;30878184000158;30878184;RS;3466531;soja;0.0;0.0;0;0.0;False;False;414;10998918.18;05;2062;02;False;0113000;True;0;1;1;1;0;0;0.0;False;0.0;3897875.17;1357;2872.42;4389.67;;;;;;;;;4;117288.92;161;3;0
limpo;61937771000102;61937771;MA;1849363;soja;0.0;0.0;0;0.0;False;False;33;34471.74;05;2054;02;False;0115600;True;1;7;0;0;0;0;0.0;False;0.0;1890436.06;790;2392.96;3254.5;;2951.6;0.2319;11567.52;1244.5;-0.2244;14;0.2749;;;;;0
limpo;25894291000130;25894291;GO;3838683;soja;16441.43;6373.06;4;-1987.39;False;False;453;204407.88;05;2240;02;False;0311601;True;1;1;0;0;0;0;0.0;False;0.0;8577457.59;2126;4034.55;3501.48;;;;;;;;;;;;;0
limpo;75878060000100;75878060;MT;4881066;soja;0.0;0.0;0;0.0;False;False;236;620025.35;03;2054;02;False;0115600;True;1;8;1;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
situacao_irregular;39262205000180;39262205;GO;3763424;soja;0.0;0.0;0;0.0;False;False;456;175228.99;05;2062;03;True;0210101;True;0;2;0;0;0;0;0.0;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;;;;;0
limpo;39882729000174;39882729;TO;2625906;soja;0.0;0.0;0;0.0;False;False;527;75493.49;01;2240;02;False;0111301;True;0;8;1;0;0;0;0.0;False;0.0;7076252.67;3896;1816.29;5129.4;;4004.9;-0.3294;61983.79;1163.5;-0.1957;26;-0.2281;;;;;0
grupo_societario;53312608000118;53312608;BA;1287110;soja;0.0;0.0;0;0.0;False;False;408;146197.23;05;4014;02;False;0111301;True;0;8;20;14;9;0;0.0;False;0.0;7170659.32;281;25518.36;5970.35;;3173.5;-0.0805;35165.31;;;;;;;;;0
passivo_ambiental_auto;29075511000154;29075511;MA;2547930;soja;0.0;0.0;0;0.0;False;False;442;40925.71;03;4014;02;False;0151201;True;0;4;1;1;0;13;79702.64;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
limpo;39249959000109;39249959;TO;2395181;soja;0.0;0.0;0;0.0;False;False;219;601670.67;03;2240;02;False;0133403;True;0;3;1;0;0;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;;;;;0
limpo;85102909000103;85102909;BA;3889457;soja;0.0;0.0;0;0.0;False;False;345;48671.53;05;2240;02;False;0151201;True;0;4;0;0;0;0;0.0;False;0.0;;;;;;3266.5;0.0304;5248.27;1073.2;0.0666;5;0.3658;;;;;0
limpo;60042850000184;60042850;TO;5373788;soja;0.0;0.0;0;0.0;False;False;449;203364.35;03;2135;02;False;0151201;True;0;7;2;1;1;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;94851039000166;94851039;PR;4374686;soja;0.0;0.0;0;0.0;False;False;280;120620.33;05;4014;02;False;0111301;True;0;8;2;0;1;0;0.0;False;0.0;;;;;;;;;;;;;0;0.0;;0;0
limpo;99174845000160;99174845;SP;1144522;soja;0.0;0.0;0;0.0;False;False;107;281128.22;03;2054;02;False;0121101;True;0;1;0;0;0;0;0.0;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;;;;;0
passivo_ambiental_auto;37299303000167;37299303;PI;1498259;soja;0.0;0.0;0;0.0;False;False;134;4389798.63;05;2054;02;False;0151201;True;0;4;1;0;0;5;199826.63;False;0.0;5961831.05;452;13189.89;2292.48;;3510.9;-0.3402;43788.4;;;;;6;6969.91;652;2;0
limpo;96679103000107;96679103;TO;2395181;soja;0.0;0.0;0;0.0;False;False;431;39748.62;05;2054;02;False;0121101;True;0;2;0;0;0;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;0;0.0;;0;0
divida_ativa;42280747000190;42280747;MT;4881066;soja;181286.18;153917.34;3;-35004.26;False;True;46;29655464.6;05;2054;02;False;0121101;True;0;7;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
divida_ativa;22587924000179;22587924;TO;2625906;soja;478576.19;156684.81;5;-37873.3;False;True;33;68084.46;03;2062;02;False;0133403;True;0;7;1;1;0;0;0.0;False;0.0;7076252.67;3896;1816.29;5129.4;;4004.9;-0.3294;61983.79;1163.5;-0.1957;26;-0.2281;;;;;0
passivo_ambiental_auto;60585874000180;60585874;GO;2092240;soja;0.0;0.0;0;0.0;False;False;137;74911.47;03;2135;02;False;0111301;True;0;6;0;0;0;9;68777.24;False;0.0;3025600.14;2445;1237.46;6478.28;;;;;;;;;;;;;0
limpo;88201668000148;88201668;PR;4168991;soja;0.0;0.0;0;0.0;False;False;275;11923.21;01;2240;02;False;0311601;True;0;4;1;1;0;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;;;;;0
limpo;37955709000150;37955709;MT;4872493;soja;0.0;0.0;0;0.0;False;False;267;698883.09;01;2135;02;False;0220901;True;1;4;1;0;0;0;0.0;False;0.0;12871579.85;766;16803.63;1283.72;;2678.2;-0.0379;315502.18;1164.2;-0.4814;30;-0.3935;;;;;0
grupo_societario;18872420000123;18872420;RS;2897684;soja;0.0;0.0;0;0.0;False;False;388;46363.5;05;2054;02;False;0151201;True;0;4;15;4;5;0;0.0;False;0.0;25576731.08;1000;25576.73;5293.87;;3022.4;-0.1789;34484.31;791.9;0.1416;23;-0.3386;;;;;1
divida_ativa;88968371000102;88968371;PI;1498259;soja;1691.78;226.72;1;-115.7;False;True;457;376746.85;03;2054;02;False;0121101;True;0;4;2;0;1;0;0.0;False;0.0;5961831.05;452;13189.89;2292.48;;3510.9;-0.3402;43788.4;;;;;;;;;0
limpo;81929099000102;81929099;MA;2547930;soja;0.0;0.0;0;0.0;False;False;100;683892.97;03;2054;02;False;0220901;True;0;2;1;0;0;0;0.0;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
limpo;23061775000172;23061775;PR;4542087;soja;26855.15;11366.3;3;-952.42;False;True;8;629811.18;05;2135;02;False;0116401;True;1;2;2;1;1;0;0.0;False;0.0;2139970.45;3795;563.89;4484.0;;;;;;;;;;;;;1
limpo;14461447000172;14461447;TO;1926828;soja;198982.04;85907.95;6;95799.0;False;True;25;26627.73;01;2135;02;False;0151201;True;0;2;0;0;0;0;0.0;False;0.0;1592038.63;3955;402.54;2086.07;;2103.1;-0.0625;2779.51;847.2;0.0075;25;0.3455;;;;;1
limpo;64875946000184;64875946;TO;2782512;soja;0.0;0.0;0;0.0;False;False;151;4162.12;01;2062;02;False;0121101;True;0;4;0;0;0;0;0.0;False;0.0;;;;;;2863.3;-0.1129;5150.27;910.7;0.2631;25;0.1329;;;;;0
limpo;28211123000190;28211123;RS;3466531;soja;0.0;0.0;0;0.0;False;False;139;289498.62;03;2054;02;False;0113000;True;0;2;0;0;0;0;0.0;False;0.0;3897875.17;1357;2872.42;4389.67;;;;;;;;;;;;;0
divida_ativa;20136881000180;20136881;TO;2625906;soja;125537.47;38508.28;4;20173.98;True;False;378;390016.55;01;2135;02;False;0113000;True;0;5;0;0;0;0;0.0;False;0.0;7076252.67;3896;1816.29;5129.4;;4004.9;-0.3294;61983.79;1163.5;-0.1957;26;-0.2281;;;;;0
limpo;54728939000104;54728939;BA;1993507;soja;0.0;0.0;0;0.0;False;False;311;970849.0;05;2054;02;False;0121101;True;1;3;2;1;1;0;0.0;False;0.0;;;;;;3041.8;-0.0835;4445.58;1427.8;0.2926;16;-0.2083;;;;;0
limpo;17316042000139;17316042;MG;2246509;soja;0.0;0.0;0;0.0;False;False;490;12135.96;01;2240;02;False;0311601;True;0;6;1;0;0;0;0.0;False;0.0;18573077.57;406;45746.5;1183.29;;3809.0;-0.3511;358203.19;;;;;;;;;0
limpo;22363487000100;22363487;MT;5020745;soja;0.0;0.0;0;0.0;False;False;346;12093.9;05;2062;02;False;0151201;True;0;7;1;0;0;0;0.0;False;0.0;16832610.2;2938;5729.28;2659.43;;2865.5;-0.0685;23248.53;1087.1;-0.1985;10;0.5319;;;;;0
limpo;93159763000160;93159763;PR;4168991;soja;0.0;0.0;0;0.0;False;False;384;261174.24;05;2240;02;False;0113000;True;0;8;0;0;0;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;;;;;0
situacao_irregular;62855838000114;62855838;MG;2246509;soja;0.0;0.0;0;0.0;False;False;423;1200857.34;01;4014;04;True;0220901;True;1;4;1;0;0;0;0.0;False;0.0;18573077.57;406;45746.5;1183.29;;3809.0;-0.3511;358203.19;;;;;;;;;0
limpo;89509269000101;89509269;MS;2167433;soja;0.0;0.0;0;0.0;False;False;434;3588461.04;05;2135;02;False;0210101;True;0;5;1;1;0;0;0.0;False;0.0;45698908.98;37;1235105.65;4640.03;;3388.1;-0.041;1178.06;747.3;0.3091;29;-0.1134;4;14130.66;770;2;0
limpo;23591973000148;23591973;RS;4372021;soja;0.0;0.0;0;0.0;False;False;248;16858.19;05;2062;02;False;0121101;True;0;4;1;0;0;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;0
